price_area_id,unit_qty,unit_price,eff_end_time
NO5,1000000,648070,2022-01-01 12:00:00
NO2,1000000,648070,2022-01-01 12:00:00
NO3,1000000,440790,2022-01-01 13:00:00
NO2,1000000,500650,2022-01-01 13:00:00
NO1,1000000,500650,2022-01-01 13:00:00
NO4,1000000,440790,2022-01-01 13:00:00
NO5,1000000,500650,2022-01-01 13:00:00
NO3,1000000,422540,2022-01-01 14:00:00
NO4,1000000,422540,2022-01-01 14:00:00
NO5,1000000,558340,2022-01-01 14:00:00
NO1,1000000,558340,2022-01-01 14:00:00
NO2,1000000,558340,2022-01-01 14:00:00
NO4,1000000,419650,2022-01-01 15:00:00
NO5,1000000,1046880,2022-01-01 15:00:00
NO3,1000000,419650,2022-01-01 15:00:00
NO2,1000000,1046880,2022-01-01 15:00:00
NO1,1000000,1046880,2022-01-01 15:00:00
NO1,1000000,1016970,2022-01-01 16:00:00
NO4,1000000,421740,2022-01-01 16:00:00
NO2,1000000,1016970,2022-01-01 16:00:00
NO3,1000000,421740,2022-01-01 16:00:00
NO5,1000000,1016970,2022-01-01 16:00:00
NO4,1000000,404690,2022-01-01 17:00:00
NO2,1000000,1016970,2022-01-01 17:00:00
NO3,1000000,404690,2022-01-01 17:00:00
NO5,1000000,1016970,2022-01-01 17:00:00
NO1,1000000,1016970,2022-01-01 17:00:00
NO3,1000000,399910,2022-01-01 18:00:00
NO2,1000000,1016970,2022-01-01 18:00:00
NO4,1000000,399910,2022-01-01 18:00:00
NO1,1000000,1016970,2022-01-01 18:00:00
NO5,1000000,1016970,2022-01-01 18:00:00
NO2,1000000,797620,2022-01-01 19:00:00
NO5,1000000,797620,2022-01-01 19:00:00
NO4,1000000,384060,2022-01-01 19:00:00
NO3,1000000,384060,2022-01-01 19:00:00
NO1,1000000,797620,2022-01-01 19:00:00
NO2,1000000,797620,2022-01-01 20:00:00
NO4,1000000,346070,2022-01-01 20:00:00
NO5,1000000,797620,2022-01-01 20:00:00
NO1,1000000,797620,2022-01-01 20:00:00
NO3,1000000,346070,2022-01-01 20:00:00
NO1,1000000,428250,2022-01-01 21:00:00
NO2,1000000,428250,2022-01-01 21:00:00
NO4,1000000,323840,2022-01-01 21:00:00
NO3,1000000,323840,2022-01-01 21:00:00
NO5,1000000,428250,2022-01-01 21:00:00
NO5,1000000,423540,2022-01-01 22:00:00
NO2,1000000,423540,2022-01-01 22:00:00
NO4,1000000,327820,2022-01-01 22:00:00
NO3,1000000,327820,2022-01-01 22:00:00
NO1,1000000,423540,2022-01-01 22:00:00
NO1,1000000,279170,2022-01-01 23:00:00
NO4,1000000,279170,2022-01-01 23:00:00
NO2,1000000,279170,2022-01-01 23:00:00
NO3,1000000,279170,2022-01-01 23:00:00
NO5,1000000,279170,2022-01-01 23:00:00
NO1,1000000,269700,2022-01-02 00:00:00
NO3,1000000,269700,2022-01-02 00:00:00
NO4,1000000,269700,2022-01-02 00:00:00
NO2,1000000,269700,2022-01-02 00:00:00
NO5,1000000,269700,2022-01-02 00:00:00
NO4,1000000,449500,2022-01-02 01:00:00
NO1,1000000,1115350,2022-01-02 01:00:00
NO3,1000000,449500,2022-01-02 01:00:00
NO5,1000000,1115350,2022-01-02 01:00:00
NO2,1000000,1115350,2022-01-02 01:00:00
NO4,1000000,449500,2022-01-02 02:00:00
NO1,1000000,1064110,2022-01-02 02:00:00
NO3,1000000,449500,2022-01-02 02:00:00
NO5,1000000,1064110,2022-01-02 02:00:00
NO2,1000000,1064110,2022-01-02 02:00:00
NO4,1000000,318540,2022-01-02 03:00:00
NO1,1000000,1043829,2022-01-02 03:00:00
NO3,1000000,318540,2022-01-02 03:00:00
NO5,1000000,1043829,2022-01-02 03:00:00
NO2,1000000,1043829,2022-01-02 03:00:00
NO4,1000000,295270,2022-01-02 04:00:00
NO1,1000000,749160,2022-01-02 04:00:00
NO3,1000000,295270,2022-01-02 04:00:00
NO5,1000000,749160,2022-01-02 04:00:00
NO2,1000000,749160,2022-01-02 04:00:00
NO4,1000000,269700,2022-01-02 05:00:00
NO1,1000000,269700,2022-01-02 05:00:00
NO3,1000000,269700,2022-01-02 05:00:00
NO2,1000000,269700,2022-01-02 05:00:00
NO5,1000000,269700,2022-01-02 05:00:00
NO4,1000000,269700,2022-01-02 06:00:00
NO1,1000000,269700,2022-01-02 06:00:00
NO3,1000000,269700,2022-01-02 06:00:00
NO2,1000000,269700,2022-01-02 06:00:00
NO5,1000000,269700,2022-01-02 06:00:00
NO4,1000000,269700,2022-01-02 07:00:00
NO1,1000000,639280,2022-01-02 07:00:00
NO3,1000000,269700,2022-01-02 07:00:00
NO2,1000000,639280,2022-01-02 07:00:00
NO5,1000000,639280,2022-01-02 07:00:00
NO4,1000000,320740,2022-01-02 08:00:00
NO1,1000000,699220,2022-01-02 08:00:00
NO3,1000000,320740,2022-01-02 08:00:00
NO2,1000000,699220,2022-01-02 08:00:00
NO5,1000000,699220,2022-01-02 08:00:00
NO4,1000000,329630,2022-01-02 09:00:00
NO1,1000000,699220,2022-01-02 09:00:00
NO3,1000000,329630,2022-01-02 09:00:00
NO2,1000000,699220,2022-01-02 09:00:00
NO5,1000000,699220,2022-01-02 09:00:00
NO4,1000000,329630,2022-01-02 10:00:00
NO1,1000000,898990,2022-01-02 10:00:00
NO3,1000000,329630,2022-01-02 10:00:00
NO2,1000000,898990,2022-01-02 10:00:00
NO5,1000000,898990,2022-01-02 10:00:00
NO4,1000000,519419,2022-01-02 11:00:00
NO1,1000000,1211640,2022-01-02 11:00:00
NO3,1000000,519419,2022-01-02 11:00:00
NO2,1000000,1211640,2022-01-02 11:00:00
NO5,1000000,1211640,2022-01-02 11:00:00
NO4,1000000,554880,2022-01-02 12:00:00
NO1,1000000,1123040,2022-01-02 12:00:00
NO3,1000000,554880,2022-01-02 12:00:00
NO2,1000000,1123040,2022-01-02 12:00:00
NO5,1000000,1123040,2022-01-02 12:00:00
NO4,1000000,799100,2022-01-02 13:00:00
NO1,1000000,1112650,2022-01-02 13:00:00
NO3,1000000,799100,2022-01-02 13:00:00
NO2,1000000,1112650,2022-01-02 13:00:00
NO5,1000000,1112650,2022-01-02 13:00:00
NO4,1000000,898990,2022-01-02 14:00:00
NO1,1000000,1258590,2022-01-02 14:00:00
NO3,1000000,898990,2022-01-02 14:00:00
NO2,1000000,1258590,2022-01-02 14:00:00
NO5,1000000,1258590,2022-01-02 14:00:00
NO3,1000000,829670,2022-01-02 15:00:00
NO4,1000000,829670,2022-01-02 15:00:00
NO1,1000000,1408420,2022-01-02 15:00:00
NO5,1000000,1408420,2022-01-02 15:00:00
NO2,1000000,1408420,2022-01-02 15:00:00
NO5,1000000,1400000,2022-01-02 16:00:00
NO2,1000000,1400000,2022-01-02 16:00:00
NO1,1000000,1400000,2022-01-02 16:00:00
NO4,1000000,699220,2022-01-02 16:00:00
NO3,1000000,699220,2022-01-02 16:00:00
NO1,1000000,1443380,2022-01-02 17:00:00
NO5,1000000,1443380,2022-01-02 17:00:00
NO2,1000000,1443380,2022-01-02 17:00:00
NO3,1000000,599330,2022-01-02 17:00:00
NO4,1000000,599330,2022-01-02 17:00:00
NO5,1000000,1443380,2022-01-02 18:00:00
NO4,1000000,573560,2022-01-02 18:00:00
NO1,1000000,1443380,2022-01-02 18:00:00
NO3,1000000,573560,2022-01-02 18:00:00
NO2,1000000,1443380,2022-01-02 18:00:00
NO1,1000000,1443380,2022-01-02 19:00:00
NO4,1000000,506730,2022-01-02 19:00:00
NO2,1000000,1443380,2022-01-02 19:00:00
NO5,1000000,1443380,2022-01-02 19:00:00
NO3,1000000,506730,2022-01-02 19:00:00
NO2,1000000,299660,2022-01-02 20:00:00
NO1,1000000,299660,2022-01-02 20:00:00
NO5,1000000,299660,2022-01-02 20:00:00
NO4,1000000,299660,2022-01-02 20:00:00
NO3,1000000,299660,2022-01-02 20:00:00
NO5,1000000,269700,2022-01-02 21:00:00
NO1,1000000,269700,2022-01-02 21:00:00
NO2,1000000,269700,2022-01-02 21:00:00
NO3,1000000,269700,2022-01-02 21:00:00
NO4,1000000,269700,2022-01-02 21:00:00
NO5,1000000,269700,2022-01-02 22:00:00
NO4,1000000,269700,2022-01-02 22:00:00
NO1,1000000,269700,2022-01-02 22:00:00
NO3,1000000,269700,2022-01-02 22:00:00
NO2,1000000,269700,2022-01-02 22:00:00
NO2,1000000,244730,2022-01-02 23:00:00
NO3,1000000,244730,2022-01-02 23:00:00
NO1,1000000,244730,2022-01-02 23:00:00
NO4,1000000,244730,2022-01-02 23:00:00
NO5,1000000,244730,2022-01-02 23:00:00
NO3,1000000,149830,2022-01-03 00:00:00
NO5,1000000,149830,2022-01-03 00:00:00
NO2,1000000,149830,2022-01-03 00:00:00
NO1,1000000,149830,2022-01-03 00:00:00
NO4,1000000,149830,2022-01-03 00:00:00
NO5,1000000,149830,2022-01-03 01:00:00
NO1,1000000,149830,2022-01-03 01:00:00
NO4,1000000,149830,2022-01-03 01:00:00
NO3,1000000,149830,2022-01-03 01:00:00
NO2,1000000,149830,2022-01-03 01:00:00
NO5,1000000,119870,2022-01-03 02:00:00
NO1,1000000,119870,2022-01-03 02:00:00
NO4,1000000,119870,2022-01-03 02:00:00
NO3,1000000,119870,2022-01-03 02:00:00
NO2,1000000,119870,2022-01-03 02:00:00
NO5,1000000,119870,2022-01-03 03:00:00
NO1,1000000,119870,2022-01-03 03:00:00
NO4,1000000,119870,2022-01-03 03:00:00
NO3,1000000,119870,2022-01-03 03:00:00
NO2,1000000,119870,2022-01-03 03:00:00
NO5,1000000,154830,2022-01-03 04:00:00
NO1,1000000,154830,2022-01-03 04:00:00
NO4,1000000,154830,2022-01-03 04:00:00
NO3,1000000,154830,2022-01-03 04:00:00
NO2,1000000,154830,2022-01-03 04:00:00
NO1,1000000,154830,2022-01-03 05:00:00
NO2,1000000,154830,2022-01-03 05:00:00
NO4,1000000,154830,2022-01-03 05:00:00
NO3,1000000,154830,2022-01-03 05:00:00
NO5,1000000,154830,2022-01-03 05:00:00
NO1,1000000,237930,2022-01-03 06:00:00
NO2,1000000,237930,2022-01-03 06:00:00
NO4,1000000,237930,2022-01-03 06:00:00
NO3,1000000,237930,2022-01-03 06:00:00
NO5,1000000,237930,2022-01-03 06:00:00
NO1,1000000,259709,2022-01-03 07:00:00
NO2,1000000,259709,2022-01-03 07:00:00
NO4,1000000,259709,2022-01-03 07:00:00
NO3,1000000,259709,2022-01-03 07:00:00
NO5,1000000,259709,2022-01-03 07:00:00
NO1,1000000,998880,2022-01-03 08:00:00
NO2,1000000,998880,2022-01-03 08:00:00
NO4,1000000,369790,2022-01-03 08:00:00
NO3,1000000,369790,2022-01-03 08:00:00
NO5,1000000,998880,2022-01-03 08:00:00
NO1,1000000,1153710,2022-01-03 09:00:00
NO2,1000000,1153710,2022-01-03 09:00:00
NO4,1000000,387170,2022-01-03 09:00:00
NO3,1000000,387170,2022-01-03 09:00:00
NO5,1000000,1153710,2022-01-03 09:00:00
NO1,1000000,998880,2022-01-03 10:00:00
NO2,1000000,998880,2022-01-03 10:00:00
NO4,1000000,387670,2022-01-03 10:00:00
NO3,1000000,387670,2022-01-03 10:00:00
NO5,1000000,998880,2022-01-03 10:00:00
NO1,1000000,1229920,2022-01-03 11:00:00
NO2,1000000,1229920,2022-01-03 11:00:00
NO4,1000000,510000,2022-01-03 11:00:00
NO3,1000000,510000,2022-01-03 11:00:00
NO5,1000000,1229920,2022-01-03 11:00:00
NO1,1000000,1238310,2022-01-03 12:00:00
NO2,1000000,1238310,2022-01-03 12:00:00
NO4,1000000,510930,2022-01-03 12:00:00
NO3,1000000,510930,2022-01-03 12:00:00
NO5,1000000,1238310,2022-01-03 12:00:00
NO1,1000000,1265280,2022-01-03 13:00:00
NO5,1000000,1265280,2022-01-03 13:00:00
NO4,1000000,510000,2022-01-03 13:00:00
NO3,1000000,510000,2022-01-03 13:00:00
NO2,1000000,1265280,2022-01-03 13:00:00
NO1,1000000,1336000,2022-01-03 14:00:00
NO5,1000000,1336000,2022-01-03 14:00:00
NO4,1000000,549380,2022-01-03 14:00:00
NO3,1000000,549380,2022-01-03 14:00:00
NO2,1000000,1336000,2022-01-03 14:00:00
NO1,1000000,1375660,2022-01-03 15:00:00
NO5,1000000,1375660,2022-01-03 15:00:00
NO4,1000000,549380,2022-01-03 15:00:00
NO3,1000000,549380,2022-01-03 15:00:00
NO2,1000000,1375660,2022-01-03 15:00:00
NO1,1000000,1373260,2022-01-03 16:00:00
NO5,1000000,1373260,2022-01-03 16:00:00
NO4,1000000,568560,2022-01-03 16:00:00
NO3,1000000,568560,2022-01-03 16:00:00
NO2,1000000,1373260,2022-01-03 16:00:00
NO1,1000000,1435690,2022-01-03 17:00:00
NO5,1000000,1435690,2022-01-03 17:00:00
NO4,1000000,566760,2022-01-03 17:00:00
NO3,1000000,566760,2022-01-03 17:00:00
NO2,1000000,1435690,2022-01-03 17:00:00
NO1,1000000,1449670,2022-01-03 18:00:00
NO5,1000000,1449670,2022-01-03 18:00:00
NO2,1000000,1449670,2022-01-03 18:00:00
NO3,1000000,675000,2022-01-03 18:00:00
NO4,1000000,675000,2022-01-03 18:00:00
NO4,1000000,675000,2022-01-03 19:00:00
NO3,1000000,675000,2022-01-03 19:00:00
NO2,1000000,1426500,2022-01-03 19:00:00
NO5,1000000,1426500,2022-01-03 19:00:00
NO1,1000000,1426500,2022-01-03 19:00:00
NO4,1000000,799100,2022-01-03 20:00:00
NO3,1000000,799100,2022-01-03 20:00:00
NO2,1000000,1420610,2022-01-03 20:00:00
NO5,1000000,1420610,2022-01-03 20:00:00
NO1,1000000,1420610,2022-01-03 20:00:00
NO4,1000000,650000,2022-01-03 21:00:00
NO5,1000000,1394440,2022-01-03 21:00:00
NO2,1000000,1394440,2022-01-03 21:00:00
NO3,1000000,650000,2022-01-03 21:00:00
NO1,1000000,1394440,2022-01-03 21:00:00
NO3,1000000,819080,2022-01-03 22:00:00
NO4,1000000,819080,2022-01-03 22:00:00
NO1,1000000,1306440,2022-01-03 22:00:00
NO5,1000000,1306440,2022-01-03 22:00:00
NO2,1000000,1306440,2022-01-03 22:00:00
NO2,1000000,1135130,2022-01-03 23:00:00
NO1,1000000,1135130,2022-01-03 23:00:00
NO3,1000000,660000,2022-01-03 23:00:00
NO4,1000000,660000,2022-01-03 23:00:00
NO5,1000000,1135130,2022-01-03 23:00:00
NO1,1000000,1315620,2022-01-04 00:00:00
NO3,1000000,594330,2022-01-04 00:00:00
NO2,1000000,1315620,2022-01-04 00:00:00
NO4,1000000,594330,2022-01-04 00:00:00
NO5,1000000,1315620,2022-01-04 00:00:00
NO4,1000000,709200,2022-01-04 01:00:00
NO1,1000000,1317220,2022-01-04 01:00:00
NO3,1000000,709200,2022-01-04 01:00:00
NO5,1000000,1317220,2022-01-04 01:00:00
NO2,1000000,1317220,2022-01-04 01:00:00
NO5,1000000,1284160,2022-01-04 02:00:00
NO3,1000000,829270,2022-01-04 02:00:00
NO1,1000000,1284160,2022-01-04 02:00:00
NO2,1000000,1284160,2022-01-04 02:00:00
NO4,1000000,829270,2022-01-04 02:00:00
NO3,1000000,900490,2022-01-04 03:00:00
NO2,1000000,1153610,2022-01-04 03:00:00
NO4,1000000,900490,2022-01-04 03:00:00
NO1,1000000,1153610,2022-01-04 03:00:00
NO5,1000000,1153610,2022-01-04 03:00:00
NO4,1000000,905000,2022-01-04 04:00:00
NO2,1000000,1132530,2022-01-04 04:00:00
NO5,1000000,1132530,2022-01-04 04:00:00
NO3,1000000,905000,2022-01-04 04:00:00
NO1,1000000,1132530,2022-01-04 04:00:00
NO4,1000000,905000,2022-01-04 05:00:00
NO3,1000000,905000,2022-01-04 05:00:00
NO1,1000000,1329110,2022-01-04 05:00:00
NO2,1000000,1329110,2022-01-04 05:00:00
NO5,1000000,1329110,2022-01-04 05:00:00
NO1,1000000,1558250,2022-01-04 06:00:00
NO5,1000000,1558250,2022-01-04 06:00:00
NO3,1000000,1558250,2022-01-04 06:00:00
NO4,1000000,1558250,2022-01-04 06:00:00
NO2,1000000,1558250,2022-01-04 06:00:00
NO1,1000000,1698100,2022-01-04 07:00:00
NO2,1000000,1698100,2022-01-04 07:00:00
NO3,1000000,1698100,2022-01-04 07:00:00
NO4,1000000,1698100,2022-01-04 07:00:00
NO5,1000000,1698100,2022-01-04 07:00:00
NO1,1000000,1847930,2022-01-04 08:00:00
NO2,1000000,1847930,2022-01-04 08:00:00
NO5,1000000,1847930,2022-01-04 08:00:00
NO4,1000000,1847930,2022-01-04 08:00:00
NO3,1000000,1847930,2022-01-04 08:00:00
NO1,1000000,1700000,2022-01-04 09:00:00
NO2,1000000,1700000,2022-01-04 09:00:00
NO5,1000000,1700000,2022-01-04 09:00:00
NO4,1000000,1700000,2022-01-04 09:00:00
NO3,1000000,1700000,2022-01-04 09:00:00
NO1,1000000,1688110,2022-01-04 10:00:00
NO2,1000000,1688110,2022-01-04 10:00:00
NO5,1000000,1688110,2022-01-04 10:00:00
NO4,1000000,1688110,2022-01-04 10:00:00
NO3,1000000,1688110,2022-01-04 10:00:00
NO1,1000000,1644360,2022-01-04 11:00:00
NO2,1000000,1644360,2022-01-04 11:00:00
NO5,1000000,1644360,2022-01-04 11:00:00
NO4,1000000,900390,2022-01-04 11:00:00
NO3,1000000,900390,2022-01-04 11:00:00
NO1,1000000,1678120,2022-01-04 12:00:00
NO2,1000000,1678120,2022-01-04 12:00:00
NO5,1000000,1678120,2022-01-04 12:00:00
NO4,1000000,1678120,2022-01-04 12:00:00
NO3,1000000,1678120,2022-01-04 12:00:00
NO1,1000000,1628170,2022-01-04 13:00:00
NO2,1000000,1628170,2022-01-04 13:00:00
NO5,1000000,1628170,2022-01-04 13:00:00
NO4,1000000,1628170,2022-01-04 13:00:00
NO3,1000000,1628170,2022-01-04 13:00:00
NO1,1000000,1641430,2022-01-04 14:00:00
NO2,1000000,1641430,2022-01-04 14:00:00
NO5,1000000,1641430,2022-01-04 14:00:00
NO4,1000000,1641430,2022-01-04 14:00:00
NO3,1000000,1641430,2022-01-04 14:00:00
NO1,1000000,1708080,2022-01-04 15:00:00
NO2,1000000,1708080,2022-01-04 15:00:00
NO5,1000000,1708080,2022-01-04 15:00:00
NO4,1000000,1708080,2022-01-04 15:00:00
NO3,1000000,1708080,2022-01-04 15:00:00
NO1,1000000,1773010,2022-01-04 16:00:00
NO2,1000000,1773010,2022-01-04 16:00:00
NO5,1000000,1773010,2022-01-04 16:00:00
NO4,1000000,1773010,2022-01-04 16:00:00
NO3,1000000,1773010,2022-01-04 16:00:00
NO1,1000000,1784000,2022-01-04 17:00:00
NO2,1000000,1784000,2022-01-04 17:00:00
NO5,1000000,1784000,2022-01-04 17:00:00
NO4,1000000,1784000,2022-01-04 17:00:00
NO3,1000000,1784000,2022-01-04 17:00:00
NO1,1000000,1784000,2022-01-04 18:00:00
NO2,1000000,1784000,2022-01-04 18:00:00
NO5,1000000,1784000,2022-01-04 18:00:00
NO4,1000000,1784000,2022-01-04 18:00:00
NO3,1000000,1784000,2022-01-04 18:00:00
NO1,1000000,1698100,2022-01-04 19:00:00
NO2,1000000,1698100,2022-01-04 19:00:00
NO5,1000000,1698100,2022-01-04 19:00:00
NO4,1000000,1698100,2022-01-04 19:00:00
NO3,1000000,1698100,2022-01-04 19:00:00
NO1,1000000,1468350,2022-01-04 20:00:00
NO2,1000000,1468350,2022-01-04 20:00:00
NO5,1000000,1468350,2022-01-04 20:00:00
NO4,1000000,1468350,2022-01-04 20:00:00
NO3,1000000,1468350,2022-01-04 20:00:00
NO1,1000000,1414110,2022-01-04 21:00:00
NO2,1000000,1414110,2022-01-04 21:00:00
NO5,1000000,1414110,2022-01-04 21:00:00
NO4,1000000,828970,2022-01-04 21:00:00
NO3,1000000,828970,2022-01-04 21:00:00
NO1,1000000,1370660,2022-01-04 22:00:00
NO2,1000000,1370660,2022-01-04 22:00:00
NO5,1000000,1370660,2022-01-04 22:00:00
NO4,1000000,715000,2022-01-04 22:00:00
NO3,1000000,715000,2022-01-04 22:00:00
NO1,1000000,1141220,2022-01-04 23:00:00
NO2,1000000,1141220,2022-01-04 23:00:00
NO5,1000000,1141220,2022-01-04 23:00:00
NO4,1000000,715000,2022-01-04 23:00:00
NO3,1000000,715000,2022-01-04 23:00:00
NO4,1000000,750100,2022-01-05 00:00:00
NO5,1000000,1331570,2022-01-05 00:00:00
NO1,1000000,1331570,2022-01-05 00:00:00
NO3,1000000,750100,2022-01-05 00:00:00
NO2,1000000,1331570,2022-01-05 00:00:00
NO1,1000000,1233960,2022-01-05 01:00:00
NO4,1000000,740000,2022-01-05 01:00:00
NO3,1000000,740000,2022-01-05 01:00:00
NO2,1000000,1233960,2022-01-05 01:00:00
NO5,1000000,1233960,2022-01-05 01:00:00
NO1,1000000,1116650,2022-01-05 02:00:00
NO5,1000000,1116650,2022-01-05 02:00:00
NO2,1000000,1116650,2022-01-05 02:00:00
NO3,1000000,500470,2022-01-05 02:00:00
NO4,1000000,489460,2022-01-05 02:00:00
NO2,1000000,1033829,2022-01-05 03:00:00
NO4,1000000,481560,2022-01-05 03:00:00
NO1,1000000,1033829,2022-01-05 03:00:00
NO3,1000000,495360,2022-01-05 03:00:00
NO5,1000000,1033829,2022-01-05 03:00:00
NO3,1000000,499960,2022-01-05 04:00:00
NO2,1000000,1058740,2022-01-05 04:00:00
NO4,1000000,491860,2022-01-05 04:00:00
NO1,1000000,1058740,2022-01-05 04:00:00
NO5,1000000,1058740,2022-01-05 04:00:00
NO2,1000000,1216960,2022-01-05 05:00:00
NO3,1000000,500470,2022-01-05 05:00:00
NO5,1000000,1216960,2022-01-05 05:00:00
NO4,1000000,498260,2022-01-05 05:00:00
NO1,1000000,1216960,2022-01-05 05:00:00
NO5,1000000,1383480,2022-01-05 06:00:00
NO4,1000000,632480,2022-01-05 06:00:00
NO2,1000000,1383480,2022-01-05 06:00:00
NO3,1000000,632480,2022-01-05 06:00:00
NO1,1000000,1383480,2022-01-05 06:00:00
NO2,1000000,1535200,2022-01-05 07:00:00
NO3,1000000,1535200,2022-01-05 07:00:00
NO4,1000000,1535200,2022-01-05 07:00:00
NO1,1000000,1535200,2022-01-05 07:00:00
NO5,1000000,1535200,2022-01-05 07:00:00
NO5,1000000,1600210,2022-01-05 08:00:00
NO3,1000000,1600210,2022-01-05 08:00:00
NO2,1000000,1600210,2022-01-05 08:00:00
NO4,1000000,1600210,2022-01-05 08:00:00
NO1,1000000,1600210,2022-01-05 08:00:00
NO4,1000000,1490190,2022-01-05 09:00:00
NO3,1000000,1490190,2022-01-05 09:00:00
NO5,1000000,1490190,2022-01-05 09:00:00
NO1,1000000,1490190,2022-01-05 09:00:00
NO2,1000000,1490190,2022-01-05 09:00:00
NO3,1000000,1490190,2022-01-05 10:00:00
NO2,1000000,1490190,2022-01-05 10:00:00
NO4,1000000,1490190,2022-01-05 10:00:00
NO1,1000000,1490190,2022-01-05 10:00:00
NO5,1000000,1490190,2022-01-05 10:00:00
NO1,1000000,1490190,2022-01-05 11:00:00
NO2,1000000,1490190,2022-01-05 11:00:00
NO3,1000000,1490190,2022-01-05 11:00:00
NO4,1000000,1490190,2022-01-05 11:00:00
NO5,1000000,1490190,2022-01-05 11:00:00
NO1,1000000,1490190,2022-01-05 12:00:00
NO2,1000000,1490190,2022-01-05 12:00:00
NO5,1000000,1490190,2022-01-05 12:00:00
NO4,1000000,1490190,2022-01-05 12:00:00
NO3,1000000,1490190,2022-01-05 12:00:00
NO1,1000000,1368880,2022-01-05 13:00:00
NO2,1000000,1368880,2022-01-05 13:00:00
NO5,1000000,1368880,2022-01-05 13:00:00
NO4,1000000,1337850,2022-01-05 13:00:00
NO3,1000000,1337850,2022-01-05 13:00:00
NO1,1000000,1366280,2022-01-05 14:00:00
NO2,1000000,1366280,2022-01-05 14:00:00
NO5,1000000,1366280,2022-01-05 14:00:00
NO4,1000000,1337850,2022-01-05 14:00:00
NO3,1000000,1337850,2022-01-05 14:00:00
NO1,1000000,1370680,2022-01-05 15:00:00
NO2,1000000,1370680,2022-01-05 15:00:00
NO5,1000000,1370680,2022-01-05 15:00:00
NO4,1000000,1032730,2022-01-05 15:00:00
NO3,1000000,1032730,2022-01-05 15:00:00
NO1,1000000,1416880,2022-01-05 16:00:00
NO2,1000000,1416880,2022-01-05 16:00:00
NO5,1000000,1416880,2022-01-05 16:00:00
NO4,1000000,1032829,2022-01-05 16:00:00
NO3,1000000,1032829,2022-01-05 16:00:00
NO1,1000000,1481090,2022-01-05 17:00:00
NO2,1000000,1481090,2022-01-05 17:00:00
NO5,1000000,1481090,2022-01-05 17:00:00
NO4,1000000,482660,2022-01-05 17:00:00
NO3,1000000,482660,2022-01-05 17:00:00
NO1,1000000,1437790,2022-01-05 18:00:00
NO2,1000000,1437790,2022-01-05 18:00:00
NO5,1000000,1437790,2022-01-05 18:00:00
NO4,1000000,479560,2022-01-05 18:00:00
NO3,1000000,479560,2022-01-05 18:00:00
NO1,1000000,1401080,2022-01-05 19:00:00
NO2,1000000,1401080,2022-01-05 19:00:00
NO5,1000000,1401080,2022-01-05 19:00:00
NO4,1000000,471160,2022-01-05 19:00:00
